department,title,date,link,context,images
도시공학과,[학부] [안내] (사) 한국이공학진흥원 (IPESK) ‘차세대 공학자’ 모집 안내,24.10.08,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=212839&article.offset=0&articleLimit=10,"게시글 내용사단법인 한국이공학진흥원(Institute for Promotion of Engineering and Science of Korea, IPESK)에서는 공학계열 단과대학의 발전과 공학교육 활성화 및 우수한 공학자 육성을 위해 글로벌 연구중심 대학에 재학 중인 우수한 학생을 추천받아 IPESK 차세대 공학자로 인증하고자 합니다.IPESK 차세대 공학자로 인증받은 학생에게는 대기업 취업설명회 초청, 취업 시 우대 등 다양한 혜택을 제공하고자 합니다.IPESK 차세대 공학자에 관심있는 학생은 기한 내 신청해주시기 바랍니다.가.신청 기한 및 장소 :2024년 10월 17일(목) 14:00까지 제4공학관 D301호 학과 사무실로 제출나. IPESK 차세대 공학자 추천 요건1) 글로벌 연구중심 대학에 재학중인 학생 중 학장의 추천을 받은 자2) 해당 학과(전공)에서 전공 60학점* 이상 이수한 학생* 60학점에는 추천 학기 기준, 수강 신청한 학점도 포함3) 성적이 4.5 만점에 3.3이상인 학생(또는 4.3 만점에 3.1 이상인 학생)다.제출서류:1) 성적증명서, 개인정보 수집·이용 및 제공동의서(붙임 3. 양식)",
도시공학과,[대학원] 24-2학기 학위논문 예비심사 안내,24.10.02,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=212541&article.offset=10&articleLimit=10,"24-2학기 학위논문 예비심사 안내1. 심사원칙: 대면심사2. 단, 불가피한 사유로 비대면 심사가 필요한 경우, 반드시 비대면심사 지침과 절차를 준수하여 주시기 바랍니다.가. 심사위원이 해외체류이거나 심사대상자가 공동연구를 위해 해외 체류인경우나. 심사위원이 불가피한 사유(질병, 코로나-19 격리 등)으로 인해 대면심사가 불가능한 경우3. 비대면심사 시 제출서류가. 논문심사 전: 비대면심사 시행신청서(붙임2) 제출나. 논문심사 후1) 비대면심사현황 보고(붙임3) 제출: 10.25(금)까지2) 심사위원이 예비심사의견(합격 또는 불합격)을 심사위원장에게 이메일로 제출,심사위원장은 비대면 심사여부 확인하여 증빙과 비대면심사결과를 학과에 제출.3) 비대면증빙자료(화상심사 화면 캡쳐본, 심사위원의 이메일, 우편 등)4. 심사일정: ~ 10. 25(금)까지5.예비심사보고서는 학과에서 지도교수님께 직접 배부합니다.(학생 수령 불가)",
도시공학과,[대학원] 2024-2학기 대학원 수강철회 신청 안내,24.09.30,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=212381&article.offset=10&articleLimit=10,"2024-2학기 대학원 수강철회 신청은 온라인 방식으로 시행합니다.2024-2학기 수강신청 과목 중 부득이한 사유로 계속 수강할 수 없는 경우는 다음의 안내에 따라 지정된 기간에 철회하시기 바랍니다.대학원 수강철회는 학부 일정과 상이하며, 대학원생은 대학원 수강철회 기간에만 과목 철회가 가능합니다.학부보충과목의 경우에도 대학원 수강철회 기간에만 철회가 가능하니 유의하시기 바랍니다.1. 수강철회 절차:연세포털서비스에서 학생이 직접 온라인으로 철회를 신청학사정보시스템→학사행정→수업→수강철회신청Go to Yonsei Portal Service(http://portal.yonsei.ac.kr) → Academic Information System→ Academic Information → Courses → Application for withdrawal of course2. 수강철회 기간:2024. 10. 7.(월) 10:00 ∼ 2024. 10. 10.(목) 23:59Application Period: October 7(Mon.) 10:00AM ∼ October 10(Thu.) 23:59PM3. 신청시 유의사항 (Remarks)1) 수강과목 철회 후 다른 과목으로 대체 수강신청 할 수 없으며, 신청과목이 최소 1과목 이상 남아 있어야 합니다.At least one course needs to remain registered after the withdrawal.In addition, a withdrawn course is not replaceable by another class.2) 철회한 과목은 성적평가에서 제외되며, 성적표 상에는 ＂W＂(Withdraw)로 기재됩니다.철회한 교과목을 재수강하더라도 기록은 삭제되지 않습니다.Although a withdrawn class has no effect on the GPA, 'W' (withdrawal) will appear as a remark for every withdrawn class in the official transcript.'W' will still be reflected even if you retake the class.3) 수강철회 후 반드시 학사포탈 내 수강신청 내역 메뉴에서 확인하시기 바랍니다.(학사정보시스템→학사행정→수업→수강신청 내역)After withdrawing from a course during the designated period, verify that the course has indeed beenwithdrawn by checking the course enrollment list on the Yonsei Portal System.4) 수강을 철회한 교과목에 대한 등록금은 반환되지 않습니다.Tuition fees will not be refunded even if you withdraw from a course.5) 학부보충과목 철회는 대학원 수강철회 기간 중에만 가능합니다.Withdrawal of supplementary courses is only possible during the withdrawal period of graduate school.연세대학교 대학원Yonsei University Graduate School",
도시공학과,[대학원] 2024학년도 2학기 대학원 혁신 우수논문상 공모 안내,24.09.30,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=212378&article.offset=10&articleLimit=10,"2024학년도 2학기 대학원 혁신 우수논문상 공모 안내가. 우수논문 공모 및 추천1) 학술논문(24-2학기 재학생 대상): 최근 1년 이내에 게재완료(online published 상태까지만 지원가능)된 논문(2023.9.1.~ 2024.8.31.)※ 지원 학생이 제1저자 또는 교신저자로 참여한 논문※ 현재 재학중인 학위과정 내 해당 논문을 게재한 경우에만 해당2) 학위논문(졸업생 대상): 2023년 2월 및 2024년 8월 졸업 학위논문나. 제출 서류(※ 제출서류 파일명: 이름_학번)① 학과자체평가개요(서식 I) 1부 / 학과 우수논문상 추천 심사보고서(서식 II) 1부 / 우수논문신청(엑셀파일)(학과자체평가를 위한 기초 서류)② 지도교수 추천서 1부(서식 III)③ 피추천자 연구업적 내용 1부(서식 IV)④ 피추천자 연구업적 통계 1부(서식 V)⑤ 논문표절 검사 결과지(표절률 10% 초과시 사유서 제출)- 카피 킬러 (CopyKiller)를 통해 논문표절 검사 후 제출, 검사 시 심사대상인 해당 논문만 제외하여 검사⑥ 논문요약 1부 (A4 1페이지 분량): 지정된 서식 없음⑦ 논문 1부다. 제출마감 : 2024. 10. 18.(금)라. 우수논문 지원 서식은 대학원 홈페이지 '학사안내 및 다운로드' 에서 다운기타 자세한 사항은 02.2123.2890",
도시공학과,[학부] [장학] 2024학년도 2학기 삼공장학재단 장학생 추천 안내,24.09.27,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=212310&article.offset=10&articleLimit=10,"가. 추천대상:공과대학생 3명나. 추천인원:3명다. 자격조건:1) 학자금 지원구간 6구간 이하2) 직전학기 12학점 이상 이수 및 백분율 점수 80점 이상*해당 학생 없을 시 백분위 점수 70점 이상 학생 선발 가능라. 장학금액:등록금 전액마. 제출서류:1) 장학생 추천서(붙임파일)2) 장학금 신청서(붙임파일 2)3) 가족관계증명서(보호자 명의로 발급, 상세로 발급)4) 주민등록등본(보호자 명의로 발급, 주민등록번호 뒷자리 미표시)5) 학자금 지원구간통지서6) 성적증명서 원본바. 제출기한:2024년 10월 4일 금요일 14시까지공과대학 행정1팀(제1공학관 N601호) 장학 담당자 現 김희정 선생님에게 제출",
도시공학과,[대학원] 2024학년도 2학기 가계 곤란 장학금 신청 안내,24.09.25,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=212025&article.offset=10&articleLimit=10,"2024학년도 2학기 가계 곤란 장학금 신청 안내1. 개요가. 장학금명: 가계 곤란 장학금(Need-based Fellowship)나. 대상자:내국인 정규등록학기 재학생 중 기초생활수급자* 미래캠퍼스/치과대학/간호대학/계약학과/전문연구요원/휴학생 제외* 의과대학은 협동과정만 해당다. 지원내역: 1인당3백만원* 해당 장학금은 Fellowship 장학금으로 기타 장학금과 별도로 지원라. 지원기간: 해당 학기(1개 학기)2. 신청 절차 및 선발 기준가. 신청 절차: 학생 본인이 제출 서류 첨부하여대학원 이메일(ysgrad@yonsei.ac.kr)로 신청(대리 신청 불가)나. 제출 서류1) 장학금 신청서 1부2) 기초생활수급자 증명서 원본 1부(2024년도 이후 발급분)3) 가족관계증명서 원본 1부(본인이 수급자가 아닌 경우)* 수급자 증명서 명의가 본인이 아닌직계가족 명의일 경우 가족관계증명서1부 추가 제출* 제출 서류에 주민등록번호가 있는 경우, 뒷자리는***로 발급받거나,반드시 뒷자리를 지우고 제출다. 선발 기준1) 대상자 조건(기초생활수급자) 및 서류 진위 여부 검토 후 선발2) 선발 가능 인원 초과시, 대학원 심사를 거쳐 최종 선발3. 선발 일정구분2024학년도 2학기장학금 신청 접수(학생 → 대학원 이메일 신청)9. 25.(수) ~ 10. 2.(수)장학생 선발10월 중장학생 선발 결과 안내(학생 연세포털 등재 이메일 개별 안내)10월 말장학금 지급11월 초붙 임 장학생 신청서 1부",
도시공학과,[학부] [장학] 2024학년도 2학기 원장재단 장학생 선발 안내,24.09.23,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=211691&article.offset=10&articleLimit=10,"1. 선발인원 :공과대학 1명2. 추천조건:1) 2024학년도 2학기 기준 소득분위 8분위 이하2) 직전학기 12학점 이상 이수3) 소득분위가 낮은 학생들 중 성적이 높은 학생3. 장학금액:생활비성 장학금 오백만원4. 제출서류:1) 신청서, 추천서, 동의서(붙임파일 3)2) 재학증명서, 성적증명서, 학자금지원구간통지서 원본3) 주민등록등본 원본(3개월 이내 발급본)4) 본인 통장 사본5) 2023년 기준 소득금액증명원 부/모 각 1부6) 2024년 지방세세목별과세증명서 또는 미과세증명원 부/모 각 1부＊모든 서류 상의 주민등록번호 뒷자리는 마스킹 필요5. 제출기일10월 11일 (금)까지 공과대학 행정1팀(제1공학관 N601호) 김희정 선생님께 제출",
도시공학과,[학부] [장학] 2024학년도 DB김준기문화재단 장학금 선발 안내,24.09.10,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=210693&article.offset=10&articleLimit=10,"가. 자격요건 :1) 2024년 2학기 기준 소득분위 8분위 이하 학생2) 현재 평점 평균이 3.0/4.3 이상인 학생3) 저소득층 학생 우선선발나. 지원금액 :일백만원(1,000,000원), 생활비성 장학금(일회성)다. 제출서류 :1) 자기소개서(자유양식으로 작성, 분량은 A4 1장 이내)2) 성적증명서3) 학자금 지원구간 통지서(소득분위 증명서)라. 유의사항 :1) 메일제목 [2024 DB 김준기문화재단 장학금 신청_학과/학번/이름]2) 제출서류 1),2),3) 순서로 하나의 PDF 파일로 결합하여 제출.마. 제출기한 :2024년 9월 20일(금)까지 [orion@yonsei.ac.kr / 장학담당자 김한빈] 메일 제출* 기한엄수, 시간 외 제출 불가",
도시공학과,"[학부] [안내] 2024-2학기 2,3학년 도시공학종합설계 수업 희망 팀 제출 안내",24.09.03,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=210115&article.offset=10&articleLimit=10,"2024-2학기 2,3학년 도시공학종합설계 수업 희망 팀 제출 안내2,3학년 학생들은 4학년 조별 주제를 확인 후 수업 희망 조를9월 11일(수) 오후 1시까지 제출하여 주시기 바랍니다.- 제출방법: 이메일 제출(urban@yonsei.ac.kr)- 제출내용: 학년, 학번, 이름, 희망팀 1순위 / 2순위 / 3순위",
도시공학과,[학부] [장학] 2024학년도 2학기 박정옥 장학생 신청 안내 [8/26(월) 17시 마감],24.08.26,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=209443&article.offset=10&articleLimit=10,가. 선 발 인 원 : 공과대학 1명나. 선 발 기 준 :2024학년도 2학기 대학배정 장학금을 신청한 학생 중 가계곤란자(대학배정 미신청자는 신청 불가능)다. 장 학 금 액 : 등록금성 장학금 200만원(등록금 범위 내 중복 수혜 가능)라. 제 출 서 류 : ① 재학증명서 ② 성적증명서 ③ 학자금지원구간통지서 ④ 故박정옥 님에게 쓰는 감사 편지 ⑤ 그밖의 가계곤란을 증명할 수 있는 서류(선택)마. 제 출 처 : 공과대학 행정1팀(제1공학관 N601호) 장학 담당자 김한빈바. 제 출 기 한 : 2024년 8월 26일 월요일 17시까지(기한엄수)사. 문 의 처 : orion@yonsei.ac.kr / 02-2123-2734 / 김한빈,
도시공학과,[학부] [안내] 2024-2학기 졸업앨범 촬영 일정 안내,24.08.22,https://urban.yonsei.ac.kr/urban/notice/notice.do?mode=view&articleNo=209325&article.offset=10&articleLimit=10,"2024-2학기 졸업앨범 촬영 일정 안내☞ 예약하기 →SEVENCOLOR(http://sevencolor.co.kr/prepareReg.php)⊙ 2학기 촬영은 예약제로 진행합니다. (예약 없이 방문 시 대기 시간 길어질 수 있음.)⊙ 예약 시 핸드폰 번호를 꼭 입력해 주세요. (공지 시 사용)⊙ 예약 변경은 전날 15시까지 반영합니다. (당일 예약 변경은 촬영 시 반영 안 됨.)⊙ 우천 예보 시, 학교 및 세븐칼라 홈페이지 공지 확인해 주세요. (전날 15시 기준)⊙ 개인 사진만 촬영합니다. (아래 3개 학과만 단체 사진 촬영 )※ 교육학과, 체육교육학과, 간호학과 (일정표 확인)1. 대 상 자: 2024년 8월, 2025년 2월, 8월 졸업 예정인 학부생※ 2025년 2월에 발간되는 ‘2025년도졸업앨범’에 수록하는 촬영입니다.2. 기 간: 2024년 9월 5일(목) ~ 11일(수)3. 장 소- 실내 프로필 / 학사모 사진 : 학생회관 4층- 야외 프로필 : 본관 앞4. 내 용: 실내 프로필, 학사모, 야외 프로필 촬영 ▶ 개인 촬영 (단체 촬영 없음.)5. 준 비: 학생증, 졸업증명서(졸업생), 의상(정장 추천-와이셔츠, 넥타이), 편한 신발6. 유의 사항- 졸업앨범비 납부에 대해 홈페이지 공지를 확인해 주시기를 바랍니다.- 졸업앨범 외 개인 사진 구매 시 별도의 비용이 발생합니다.- 현장 상황에 따라 예약 시간으로부터 1시간 이상 소요될 수 있습니다.- 문의: 세븐칼라사진, ☎ 02-776-6666, (평일 9시 ~ 18시, 토·일 휴무)7. 촬영 일정날 짜장소/시간10:00 ~ 11:50점심13:00 ~ 16:509/5(목)실내(학관)야외(본관)개인 촬영 (예약)12:00~12:50개인 촬영 (예약)9/6(금)실내(학관)야외(본관)체육교육학과 개인촬영(단체촬영: 11:40)간호학과 단체촬영 13:00(개인촬영: 13:00 ~ 15:00)개인촬영(예약)교육학과 개인촬영(단체촬영: 11:30)9/9(월)~ 11(수)실내(학관)야외(본관)개인촬영 (예약)개인촬영 (예약)9/12(목)~ 13(금)실내(학관)야외(본관)우천 시 예비일 ( 우천으로 촬영일 변경 시 사용함 )< 졸업앨범비 납부 안내 >졸업앨범 구매를 희망하는 학생은 아래 계좌로 납부해 주시기 바랍니다.1. 납부 기간: 2024년 8월 20일(화) ~ 9월 3일(화)2. 졸업앨범비 :61,000원(육만 일천 원)3. 납부 방법가. 졸업앨범비 계좌 입금 : 국민은행 817201-04-147733 이진우(세븐칼라사진)나. 계좌 이체 시- ‘본인 성명+학번 뒤4자리 숫자(동명이인 확인을 위함)’필히 기입 요망※ 예시 : 홍길동, 2019123456 → 홍길동3456(미기입 및 부모님 성함으로 입금 시 입금 확인 불가)다. 현금인출기(ATM)에서 무통장 입금으로 입금하는 경우 입금 확인이 안 될 수 있으므로반드시 영수증을 보관하시기 바라며 가급적 계좌이체를 해주시기 바랍니다.라. 졸업앨범비 납부 후 세븐칼라사진으로 연락해 주시기 바랍니다.※ 1학기 앨범비 입금 후 입금 확인 문자를 못 받으신 분은 연락주시기 바랍니다.(학번 없이 이름만 입금 시 확인 불가)4. 기타가. 졸업앨범비 납부자에 한해 추후 온라인 사이트에서 사진 확인이 가능합니다.나. 문의처 : 세븐칼라사진, ☎ 02-776-6666 (평일 9:00 ~ 18:00, 토·일 휴무)",
