department,title,date,link,context
사학과,[대학원] 2024 UCLA 펠로십 모집 (국학연구원),2024.02.29,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=183812&article.offset=0&articleLimit=10,"한국학전공 대학원생 펠로십 모집공고연세대학교 국학연구원과 UCLA 한국학센터는 한국학 차세대 연구역량의 양성을 위해 한국학 전공 대학원생들의 상호 교환 프로그램을 진행하기로 한 바 아래와 같이 2024학년도 해당 학생을 선발하려고 합니다. 해당 대학원생들의 많은 응모를 바랍니다.1. 지원자격연세대학교 대학원에서 한국학 전공 및 한국관련 전공 재학생(인문, 사회과학 전분야)2. 지원 조건- 국학연구원은 1명의 장학금 수혜자를 선발한다.(한 학기 800만원씩 1년에 1600만원의 장학금 지급)- 장학금 수혜자는 연구결과를 학술논문 형태로 발표(학위논문 포함)해야 하며,학점 취득의무는 없다.- UCLA 체류 일정은 2024년 가을 학기(9월)부터 1년간 예정3. 제출 서류가. 지원서 1부 (붙임 1)나. 재학증명서 및 성적증명서 각 1부다. 영어공인성적표 1부 (아래 조건 중 해당하는 성적표 제출)1) TOEFL IBT 87점 or PBT 560점 (2년 이내 성적)2) IELTS 7 이상 (2년 이내 성적)라. 연구 계획서 (학위논문 계획서 대체 가능) 1부 - 한글 또는 영문마. 지도교수 추천서 1부바. 개인정보의 수집 및 이용 동의서 1부 (붙임 2)4. 제출 기한 : 2024년 1월 30일(화) ~ 3월 26일(화) <선발자에게는 개별통지함>5. 제출처 : (우편접수) 03722 서울 서대문구 연세로 50 연세대학교 국학연구원(위당관 314호)(메일접수) yskh@yonsei.ac.kr)6. 선발과정 : 서류 및 면접심사7. 문의처 : TEL. (82-2)-2123-3502"
사학과,2024년 2월 학위가운 대여 안내,2024.01.17,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=181042&article.offset=10&articleLimit=10,"2024년 2월 학위가운 대여 관련하여 안내드립니다.아래 내용과 첨부 파일을 확인해주시기 바랍니다.감사합니다.----------------------------------------------------------------------------1. 대여 대상자: 2024년 2월 학부 및 대학원(석사) 졸업대상자(연구과정생 포함)2. 주요 일정내용일정비고납부기간2024. 2. 19.(월) 09:00 ~ 2.26.(월) 14:00가운 대여 기간2024. 2. 20.(화) 09:30 ~ 2.26.(월) 09:30 ~ 16:30 [평일]- 단, 2.26.(월)은 14:00까지 대여※ 특수·전문대학원 졸업생은 학위가운 세탁·보관료 납부 방법 및 가운 대여 기간이 상이할 수 있사오니, 각 대학원 홈페이지 및 행정팀으로 직접 문의하여 주십시오.3. 관련 메뉴학사포탈사이트 (http://portal.yonsei.ac.kr) > 학사정보시스템 > 학사행정 > 졸업 > 학위가운[유의 사항]- 학위가운은 신분증 및 세탁·보관료 납부영수증 제시 후 교부 가능- 학위가운 세탁·보관료(학부 5천원, 석사 7천원)는 신용카드 납부 불가- 우리은행 가상 계좌로 입금(졸업 대상자만 1인 1가상계좌가 부여됨)- 입금은 인터넷뱅킹, 폰뱅킹, ATM, 지점납부 가능- 학위가운 미반납 시 증명서 발급 중단 (2024. 2. 26.(월) 16:30까지 반납)"
사학과,외솔관 석면 제거 공사 및 문과대학/사학과 사무실 임시 이전 안내,2023.12.19,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=179686&article.offset=10&articleLimit=10,"문과대학 외솔관 석면 제거 공사 및 이에 따른 문과대학/사학과 사무실의 임시 이전에 대해 안내드립니다.□ 석면 제거 공사 안내다음과 같이 석면 제거 공사를 진행할 예정이오니, 해당 기간 동안 외솔관 출입을 자제하여 주시기 바랍니다.⋅ 공사구역: 외솔관⋅ 전체공사기간: 2024. 1. 3.(수)~28.(일)⋅ 세부일정:2024. 1. 3.(수)~11.(목) 석면 공사[* 해당기간 B1,2,3,4,5층 모두 출입 통제]2024. 1. 12.(금)~28.(일) 천장 재시공 및 벽체 도장 공사□ 문과대학 사무실 임시 이전 안내석면 제거 공사 기간 동안 문과대학 행정팀 사무실을 임시 이전할 예정이오니, 이용에 참고하여 주시기 바랍니다.⋅ 위치: 윤동주기념관(핀슨관) 2층⋅ 기간: 2023. 12. 27.(수)~2024. 1. 29.(월)⋅ 이사 당일(2023. 12. 27.(수)~28.(목) 및 2024. 1. 29.(월))에는 민원 응대가 어려운 점, 양해 바랍니다.□ 사학과 사무실 임시 이전 안내석면 제거 공사 기간 동안 사학과 사무실을 임시 이전할 예정이오니, 이용에 참고하여 주시기 바랍니다.⋅ 위치: 위당관 414호⋅ 기간: 2023. 12. 29.(금)~2024. 1. 29.(월)⋅ 이사 당일(2023. 12. 29.(금) 및 2024. 1. 29.(월))에는 민원 응대가 어려운 점, 양해 바랍니다.※ 상기 기간은 공사 상황에 따라 변동될 수 있습니다."
사학과,[학부] 2022학년도 입학자 대상 <정보와기술> 영역 교과 필수 이수 안내,2023.12.15,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=179570&article.offset=10&articleLimit=10,"안녕하세요 사학과 사무실입니다.학사제도운영위원회 의결(2020. 12. 10.)에 따라,2022학년도 입학자부터 대학교양<정보와기술> 영역 교과를필수로 이수하여야 합니다.문과대학 공통과목 중에서는 아래의 두 교과목이 대학교양 <정보와기술> 영역과 교차인정되므로 참고하여주시면 감사드리겠습니다.(교차인정 과목의 학점은 졸업이수학점에서는 한 번만 인정됨)HUM2038 디지털언어데이터와인문학HUM2039 인문학을위한코딩"
사학과,[문과대학 인문예술진흥사업단] 2024 인문인 동계 인턴십 참여자(학부생·대학원생) 모집 공고,2023.12.11,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=179226&article.offset=10&articleLimit=10,"2024 인문인 동계 인턴십 참여자(학부생·대학원생) 모집 공고□ 목적▷ 문과대학 학부 대학생·대학원생 중 창업·스타트업에 관심 있는 자를 대상으로 2024년 동계 인턴십 프로그램(8주) 참여를 지원하고, 인턴십 지원에 필요한 서류와 면접 평가를 최소화하여 경력 및 이력에 대한 진입 부담을 완화하고자 함□ 지원 대상▷ 서울캠퍼스(신촌, 국제) 문과대학 제1전공 학부 대학생&대학원생, 학석사 연계과정 장학생도 참여가능(단, 학사 수료인 경우 참여 불가)- 졸업예정자도 채용연계형으로 참여 가능- 2023-2학기 재학생이어야 하며, 참여자는 2024년 2월 말까지 재학 중이어야 함□ 지원 내용▷ 겨울 방학(1,2월) 중 유망 스타트업*중기업 인턴 우대 채용□ 근무 기간▷2024년 1월 8일 ~ 2월 29일 총 8주(출퇴근 시간 및 근무 방식은 기업별 상이)□ 지원금 및 급여▷학부 최소 312만원 이상장학금 250만원 + 파견 기업 최소 62만원 + a (기업별)▷대학원 최소 402만원 이상장학금 340만원 + 파견 기업 최소 62만원 + a (기업별)□ 지원방법▷ 연세대 인문예술진흥사업단 홈페이지(humanart.yonsei.ac.kr) 공지 확인 후 제출 서류를 준비하여인문예술진흥사업단 이메일(humanart@yonsei.ac.kr)로 접수□ 일정▷ 접수: ~ 2023.12.20.▷ 서류 및 면접 심사: 2023.12.21. ~ 2023.12.29.▷ 최종 합격자 발표: 2023.12.29. ~ 2024.01.03. (기업별 상이)▷ 기업 채용 담당관 미팅: 2024.01.02 ~ 01.05. (대면/비대면)(위 일정은 계획이며 학사일정 및 기업 내부 일정상 변경될 수 있음)□ 기타사항▷ 근무환경과 지원에 관한 모든 사항은 홈페이지 공고 및 첨부 파일 확인□ 문의연세대학교 인문예술진흥사업단02-2123-7920humanart@yonsei.ac.krhttps://humanart.yonsei.ac.kr/"
사학과,[연세사학연구회] 제18회 연세사학연구회 학술발표회 (12.22),2023.12.07,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=179069&article.offset=10&articleLimit=10,"안녕하세요, 사학과 사무실입니다.2023년 12월 22일 금요일 14시 <비파형 동검의 새로운 자료와 해석>을 주제로 학술발표회를 개최할 예정입니다.이번 행사는 대면으로 진행하며, 장소는 연세대학교 문과대학 100주년 기념홀(위당관 6층)입니다.연세사학연구회 총회는 학술발표회 이후 바로 이어서 진행합니다.여러분의 많은 관심과 참여를 부탁드립니다.감사합니다."
사학과,2024학년도 1학기 캠퍼스내/졸업예정자 복수전공 및 연계전공 신청 안내,2023.12.07,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=179055&article.offset=10&articleLimit=10,2024학년도 1학기 캠퍼스내/졸업예정자 복수전공 및 연계전공 신청과 관련하여 안내드립니다.1. 전형별 주요 일정구분전형일정지원서 접수캠퍼스내 복수전공졸업예정자 복수전공연계전공2023. 12. 22.(금) ~ 12. 28.(목)서류 심사캠퍼스내 복수전공연계전공2024. 1. 9.(화) ~ 1. 15.(월)면접 심사졸업예정자 복수전공2024. 1. 18.(목)합격자 발표캠퍼스내 복수전공졸업예정자 복수전공연계전공2024. 1. 31.(수)2. 주요 안내사항: 붙임파일 참고
사학과,[문과대학] 외솔관 건물 내 음식물 반입금지 및 취식금지 안내 협조 요청,2023.11.27,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=178450&article.offset=10&articleLimit=10,"안녕하세요, 사학과 사무실입니다. 문과대학으로부터 [외솔관 내 배달음식 반입금지 및 취식금지 안내 협조 요청]을 전달받아 안내드립니다. 내용은 아래와 같습니다.- - - - - - - - - - - -- - - - - - - - - - - -[(요약)외솔관 내 배달음식 반입금지 및 취식금지 안내 협조 요청]1. 문제사항: 배달량이 매우 많고 음식물 분리 배출이 되고 있지 않음. 종량제 봉투에 음식물을 함께 배출하는 행위는 범칙금 대상임.2. 협조사항: 건물 내 음식물 반입금지 안내- - - - - - - - - - - -- - - - - - - - - - - -자세한 사항은 첨부한 공문의 내용을 참고해주시기 바랍니다.감사합니다."
사학과,2024학년도 1학기 재입학 전형 안내,2023.11.20,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=178121&article.offset=10&articleLimit=10,"2024학년도 1학기 재입학 전형 일정 및 요강을 안내드립니다.전형 일정은 아래와 같으며, 자세한 내용은 붙임파일을 참고해주시기 바랍니다.----------------------------------------------------------------------------------------[⑤ 전형 일정]1) 접수 기간:2023. 11. 27.(월) ~ 12. 8.(금) 오후 5시2) 접수처: 교무처 학사지원팀(학사포탈 시스템)3) 합격자 발표: 2023. 12. 29.(금)"
사학과,[문과대학] 2024학년도 1학기 캠퍼스내 소속변경 전형 안내,2023.10.12,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=175810&article.offset=10&articleLimit=10,2024학년도 1학기 캠퍼스내 소속변경 전형 안내캠퍼스내 소속변경 원서 접수 후 지원자가 있는 경우 다음과 같은 일정으로 진행 예정이오니 참고해주시기 바랍니다.구분일정소속변경 지원서 접수10. 27.(금) ~ 11. 2.(목)소속대학(학과) 1차 심사11. 3.(금) ~ 11. 6(월)1차 심사결과 발표11. 8.(수)지원대학(학과) 면접11. 15.(수)최종 합격자 발표11. 29.(수)자세한 내용은 관련 공문을 참고해주시기 바랍니다.
사학과,[연세대학교 국학연구원] 연세대학교 제29회 용재학술상 수상기념강연 “Living with the Mongols: The first fifty years or so”(몽골족과 함께 살아온 반세기),2023.10.12,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=175809&article.offset=10&articleLimit=10,"[연세대학교 국학연구원] 연세대학교 제29회 용재학술상 수상기념강연“Living with the Mongols: The first fifty years or so”(몽골족과 함께 살아온 반세기)< 모시는 글 >안녕하십니까?연세대학교 초대 총장이며 평생을 우리나라 고등 교육의 발전에 헌신하신용재 백낙준 박사의 학덕과 유지를 계승 발전시키기 위하여 제정한용재학술상의 제29회 수상자이신 에드워드 슐츠 교수님을 모시고""Living with the Mongols: The first fifty years or so"" (몽골족과 함께 살아온 반세기)의주제로 기념 강연을 갖고자 하오니 부디 오셔서 자리를 빛내 주시기 바랍니다.2023년10월국학연구원 원장 김 성 보"
사학과,2023학년도 2학기 학부 강의정보 공유를 위한 설문 실시 안내,2023.09.26,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=174918&article.offset=20&articleLimit=10,"2023학년도 2학기 학부 강의정보 공유를 위한 설문 실시 안내2023학년도 2학기 학부과목의 강의정보 공유를 위한 설문을 아래와 같이 실시합니다. 수강하는 과목의 최종 설문 응답을 완료하여야 성적조회가 가능하오니, 모든 학생은 아래 안내에 따라 설문에 참여하여 주시기 바랍니다. 설문결과는 교수님께 수업개선 자료로 제공될 뿐 아니라, 여러분의 동료 및 후배들에게 교과목 선택을 위한 자료로 공개될 예정이오니, 최대한 성실하게 참여하여 주시면 감사하겠습니다.1. 설문 실시기간1차(중간)2차(최종)설문기간2023. 10. 20.(금) ~ 11. 2.(목)2023. 12. 22.(금) ~ 2024. 1. 4.(목)기준기간2023. 10. 20.(금) ~ 10. 26.(목)중간고사2023. 12. 29.(금) ~ 2024. 1. 4.(목)성적확인 및 변경기간※ 2차(최종) 설문에서 한 과목이라도 설문에 응답을 하지 않으신 경우 성적조회기간에해당학기 성적을 조회하실 수 없사오니 유의하여 주십시오.2. 설문 참여 방법학사포탈시스템에 접속 (http://portal.yonsei.ac.kr) ⇒ 로그인 (학번, 비밀번호 입력) ⇒ 학사정보시스템 ⇒ “학사행정” - ‘수업’탭 클릭 ⇒ ‘강의평가실시’ 클릭 ⇒ 각 수업별 ‘평가’버튼 눌러서 설문 진행3. 학생 공통 유의사항가. 2012학년도 2학기부터 강의정보 공유를 위한 설문과 관련하여 목적, 취지, 임하는 자세 등 주요 사항에 대한 안내 동영상을 시청하신 후 설문에 참여할 수 있습니다.나. 2014학년도 1학기부터 팀티칭 과목(교수자 3명 이하인 경우만 해당)에 대하여 교수 개별평가가 진행됩니다.다. 한번 저장한 응답은 수정할 수 없사오니, 설문 응답 전 교과목을 확인하여 주십시오.라. 강의정보 공유를 위한 설문 응답을 완료하여야만 성적조회기간 동안 성적을 조회할 수 있습니다.마. 학생들이 수강하는 한국어강의(원어강의 포함) 교과목은 “한국어”와 “영어” 중 선택하여 설문에 응답할 수 있습니다. (영문 설문을 원할 경우 로그인 시 “ENGLISH""를 선택)바. 2008학년도 2학기부터 영어강의 교과목은 반드시 영문 설문만 제공됩니다.사. 설문은 익명으로 처리되지만 성실하게 응답하여 주시고, 특히 주관식 문항 응답 시 예의에 벗어나는 표현은 자제하여 주시기 바랍니다.아. 실험·연습 조교 교과목을 수강하는 학생은 실험 관련 추가 설문을 응답해야 합니다.자. 온라인 교과목을 수강하는 학생은 온라인 강의 관련 추가 설문을 응답해야 합니다."
사학과,2023학년도 2학기 졸업앨범 사진촬영 관련 안내,2023.09.08,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=173586&article.offset=20&articleLimit=10,"1. 대 상 자 : 2023년 8월, 2024년 2월, 8월 졸업 예정인 학부생※ 2024년 2월에 발간되는‘2024년도졸업앨범’에 수록하는 촬영입니다.2. 장 소- 실내 프로필 / 학사모 사진 : 학생회관 4층- 야외 프로필 : 본관 앞(언더우드관 앞)3. 일시 :2023년 9월 18일(월) ~ 22일(금)※ 우천시 예비일 : 9월 25일(월) ~ 27(수)4. 내 용 : 실내 프로필, 학사모, 야외 프로필 촬영 (학생증 지참)개별 예약후 실내 프로필, 학사모 사진, 야외 프로필 촬영※개인 사진만 촬영5. 유의사항-2학기 촬영은 예약제로 진행합니다. / 예약처 :sevencolor.co.kr/prepareReg.php- 예약 변경은 전날 오후 1시까지 반영합니다.- 예약 시 핸드폰 번호를 필수로 입력하셔야 합니다.- 졸업앨범비 납부에 대해 홈페이지 공지 확인하시기 바랍니다.- 졸업앨범 외 개인사진 구매 시 별도의 비용이 발생합니다.- 현장 상황에 따라 예약시간으로부터 1시간 정도 소요될 수 있습니다.- 문의 : 세븐칼라사진, 02-776-6666, (평일 9시 ~ 18시, 토/일 휴무)6. 졸업앨범비 납부1) 납부기간 : 2023년 9월 1일(금) ~ 15일(금)2) 졸업앨범비 :61,000원(육만 일천 원)3) 납부방법가. 졸업앨범비 계좌 입금 : 국민은행 817201-04-147733 이진우(세븐칼라사진)나. 계좌이체 시- “본인 성명+학번 뒤4자리 숫자(동명이인 확인을 위함)” 필히 기입 요망※ 예시 : 홍길동, 2019123456 → 홍길동3456 (미 기입 시 입금확인 불가)다. 현금인출기(ATM)에서 무통장 입금으로 입금하는 경우 입금 확인이 안될 수 있으므로반드시 영수증을 보관하시기 바라며 가급적 계좌이체를 해주시기 바랍니다.라. 졸업앨범비 납부 후 세븐칼라사진으로 연락해 주시기 바랍니다."
사학과,외솔관 및 위당관 대관 중지 안내 (2023.09.01.~09.15.),2023.08.31,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=172760&article.offset=20&articleLimit=10,"2023-2학기 개강 후 2주간 문과대학 건물의 대관이 불가함을 안내드립니다.- 기간 : 2023. 9. 1.(금)~15.(금)- 장소 : 외솔관, 위당관 전체- 사유 : 개강 초 잦은 강의실 변경문과대학 건물을 이용해주시는 분들의 양해를 부탁드립니다."
사학과,2023학년도 학문후속세대 국제공동연구사업,2023.07.31,https://history.yonsei.ac.kr/histroy/02_announce/notice.do?mode=view&articleNo=170861&article.offset=20&articleLimit=10,"2023학년도 학문후속세대 국제공동연구사업 과제 공모1. 협조 요청사항: 소속 박사후연구원, 연구교수, 박사수료생에게 홍보 (학과 홈페이지 게시 등 (관련 링크))2. 사업 개요가. 사업명: 학문후속세대 국제공동연구사업 I나. 목적1) 학문후속세대 연구자에게 최신 연구동향 경험의 기회를 제공하여 국제적 연구 역량 함양 및 국제공동연구 네트워크 구축 지원2) 신진 연구자가 분석한 국내외 최신 R&D 동향 정보를 공유하여 연세 연구를 활성화 하고 연세 연구의 가치 제고다. 지원대상: 다음 각호의 조건을 모주 충족하는 연구자1) 연세대학교(신촌, 국제캠퍼스) 소속 박사후연구원(Post-doc), 연구교수, 박사수료생으로서2) 2023. 3. 1. ~ 2024. 1. 12. 기간 내 해외 연구기관 방문 또는 학회 참석 후3) 관련 최신 R&D동향 분석 보고서 제출 완료가 가능한 연구자라. 지원내용: 원고료 지급 (1매 당 최대 5만원, 1인 최대 3백만원)마. 신청제한1) 다른 교내·외 연구비, 각종 사업비 및 외부기관 등에서 동일 항목 중복 지원 불가2) 연간 1인 각 1회로 제한하며 예산 소진 시까지 지원3) 무단 복사, 표절 등은 실격 처리3. 신청방법가. 신청기간: 2023.5.3.(수) ~ 24.1.12.(금) 17:00까지나. 신청방법: 연구처 연구전략팀 공용메일(yresearch@yonsei.ac.kr)로 신청 서류 제출4. 문의처: 연구처 연구전략팀(담당자: 정하윤, 02-2123-6435, hyoon.jeong@yonsei.ac.kr)"
