department,title,date,link,context
노어노문학과,2025 독일 정부초청(DAAD) 섬머코스 장학생 선발 안내,2024.10.28,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=214065&article.offset=0&articleLimit=10,"가. 지원자격 : 학사 및 석사과정 학생(전공 불문, 장학금 수혜 시점에 학사 2학년 이상을 마쳐야 하며대학에 등록되어 있어야 함)나. 지원마감 : 2024년 12월 2일(연 1회)다. 장학금 내역 : 장학금 1,192 유로(1회), 여행경비 775 유로라. 수혜기간 : 일반적으로 4주(2025년 6월 - 9월 사이)마. 문의처 : 주한 독일고등교육진흥원(☎ 02-324-0655, info@daad-korea.org)"
노어노문학과,2025학년도 1학기 재입학 전형 요강,2024.10.28,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=214038&article.offset=0&articleLimit=10,
노어노문학과,러시아어정보학 특강 <러시아어 텍스트전처리와 RusVectores>,2024.10.22,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213688&article.offset=0&articleLimit=10,"2024년 10월 28일 월요일 오후 3시 <러시아어정보학>에서 경상국립대 김보라 교수님의 특강이 진행됩니다.수강생이 아니더라도, 관심 있는 학우라면 누구든지 참석 가능합니다."
노어노문학과,2024 노문인의 밤 행사 및 신청 안내,2024.10.21,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213623&article.offset=0&articleLimit=10,"[2024 노문인의 밤 선착순 신청 안내]안녕하세요, 연세대학교 노어노문학과 제28대 학생회 <Now>입니다.11월 1일, 오직 연세대학교 노어노문학과의 노문인을 위한 제1회 노문인의 밤이 개최됩니다.본 행사는 선착순으로 진행됩니다. 하단의 신청 기한을 지켜 신청하시지 않을 경우 무효 처리됩니다.•일정 안내:1)일시: 11월 1일(금) 19:00 - 21:302)장소: 연세대학교 신촌캠퍼스 백양누리 김순전 홀3)비용: 20,000원•행사 순서:1)개회2)학과장님 축사3)회장단 <Now> 발제4)선배님의 한 마디5)식사 및 선배님과의 교류6)폐회•신청 안내:1)신청 링크:https://docs.google.com/forms/d/e/1FAIpQLSfWJXELIJGTlBOW7XfSKO-eYkj9GIFYcOkzWFfMM9MluOhPqw/viewform?usp=sf_link2)기한: 10월 20일(일) 18:00 ~ 10월 26일(토) 23:593)입금 계좌: 카카오뱅크 3333295023767 (임지안)•문의:학생회장 김세인 010-5791-8464/노어노문학과 카카오톡 채널동문 선배님들과 가까이에서 이야기를 나누고 함께 식사를 즐기실 수 있는 노문인만을 위한 자리입니다. 모두 참여하셔서 자리를 빛내주시길 바랍니다.감사합니다.연세대학교 노어노문학과 제28대 학생회 <Now>"
노어노문학과,2024학년도 2학기 S/U평가 신청 및 학과별 S/U평가 가능 교과목 안내,2024.10.21,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213619&article.offset=0&articleLimit=10,"* 2024학년도 2학기 S/U평가 신청 및 학과별 S/U평가 가능 교과목 안내1. 신청기간:2024. 10. 31.(목) 09:00 ~ 11. 1.(금) 23:592. 신청방법:연세포탈 > 학사시스템 > 학사행정 > 성적 > [학부]S/U평가신청및조회메뉴에서 학생이 직접 신청3. 신청자격: 제1전공이 승인된 학부생(의/치과대학 소속 제외, 간호대학 별도확인)4. 신청허용 한도: 학기당 6학점 이내, 재학 중 총 18학점 이내5. 교과목 제한:소속학과(2전공/연계전공/융합심화전공 포함) 외의2천단위 이상 타전공 과목(첨부파일 확인)가. 교양(전공-교양 간 교차인정과목 포함), 교직(TTP), 일반, 현장실습, P/NP 평가 과목, 대학원 교과목 신청불가나. 대학 공통 교과목은 소속 대학 학생 신청 불가다. 기타 소속 학과에서 신청 불가로 결정한 타전공 교과목 신청 불가라. 타대학에서 개설한 2천단위 이상 과목이더라도 종별이 '전공'이 아닌 경우 불가6. 유의사항가. S/U평가를 선택하여C-이하 성적을 받은 교과목은 U로 등재하며취득학점을 인정하지 않음(졸업학점에 포함되지 않음)나. S/U평가로 이수한 교과목은교직이수요건(교직 및 전공 기본이수과목)으로 인정불가다. S/U평가를 선택한 교과목은 (최)우등상/우수상 수상기준 학점 산정 시 제외라. S/U평가 과목에서 U의 성적을 받은 자는 해당학기 (최)우등상/우수상 대상에서 제외마. S/U평가를 선택한 교과목이라도 한국장학재단 장학금 산정 시 Letter Grade 성적(원성적)으로 반영바. S/U평가신청기간 이후어떠한 사유로도변경/취소 불가사. 복수전공·연계전공 승인 전 S/U평가로 이수한 교과목은 복수전공·연계전공 이수학점 계산 시 이수학점에 포함 가능아. 첨부한 「학생선택에 따른 S/U평가제도 안내문」을 반드시 확인하시고 신청하시기 바랍니다."
노어노문학과,2025학년도 가을학기 국제처 해외파견프로그램 설명회,2024.10.21,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213618&article.offset=10&articleLimit=10,
노어노문학과,2025학년도 1학기 캠퍼스내 소속변경 전형,2024.10.16,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213310&article.offset=10&articleLimit=10,
노어노문학과,러시아어정보학 특강 <빅데이터에서 초거대 AI 데이터로>,2024.10.16,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213297&article.offset=10&articleLimit=10,"2024년 10월 16일 수요일 오후 4시 <러시아어정보학>에서 한국외대 채유정 교수님의 특강이 진행됩니다.수강생이 아니더라도, 관심 있는 학우라면 누구든지 참석 가능합니다."
노어노문학과,연세대학교 국제외국인 학생을 위한 비자 관리 플랫폼(VIVISA) 소개 세미나,2024.10.15,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=213231&article.offset=10&articleLimit=10,"연세대학교 국제외국인 학생을 위한 비자 관리 플랫폼(VIVISA) 소개 세미나를 아래의 일시, 장소에서 개최합니다.2024년 10월 16일 (수) 오후 5시 연세대학교 삼성관 최이순홀세미나는 한국어 설명, 영어 슬라이드입니다. 학생들에게 설명서와 다과를 제공합니다.필요한 학생분들이 적절히 이용하시기 바랍니다."
노어노문학과,한국러시아어교사교수협의회 제6호 소식지 발행,2024.10.10,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212951&article.offset=10&articleLimit=10,
노어노문학과,KOICA-청년중기봉사단(사회) 파견사업(2024-2026) 2차 파견 단원 모집 관련 홍보,2024.10.08,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212866&article.offset=10&articleLimit=10,"KOICA에서 청년중기봉사단 파견사업 관련 모집홍보가 있습니다.본문 내용이 길어, 첨부파일에 넣어드리오니 관심있으신 학생분께서는 참고해주시기 바랍니다."
노어노문학과,Education in Russia 페이지 소개,2024.10.08,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212801&article.offset=10&articleLimit=10,"안녕하세요.러시아 대사관에서 러시아 유학생 정보를 제공하는 Education in Russia 사이트를 노어노문학과에 알려 주셨습니다.https://education-in-russia.com/으로 접속하실 수 있으며,아직 러시아어가 능숙하지 않으신 경우 영어로도 사이트 정보를 볼 수 있습니다.사이트에서 제공하는 교육 정보는 단기 어학 연수부터 시작하여 다양하오니참고하시어 학업계획에 도움되시기 바랍니다."
노어노문학과,진로계획세미나 동문초청특강 <유라시아 물류이야기>,2024.10.07,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212786&article.offset=10&articleLimit=10,"2024년 10월 14일 월요일 오후 6시 <진로계획세미나>에서정성희(노문93, 센트럼로지스코리아 대표) 동문의 특강이 진행됩니다.진로계획세미나 과목의 수강생이 아니더라도, 관심 있는 학우라면 누구든지 참석 가능합니다."
노어노문학과,2025학년도 전기 대학원 신입생 모집 안내,2024.10.07,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212637&article.offset=10&articleLimit=10,연세대학교 일반대학원 노어노문학과에서 2025-1학기 신입생을 모집합니다.자세한 모집요강은 일반대학원 입학안내 사이트 (아래) 를 참고하세요.https://graduate.yonsei.ac.kr/graduate/admission/general_schedule.do
노어노문학과,주한 러시아 대사관 주최 영화 상영회 초청,2024.10.02,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212539&article.offset=10&articleLimit=10,"주한 러시아 대사관에서 러시아어/러시아학 전공 대학(원)생들을 대상으로 아래와 같이 영화 상영회를 개최합니다.상영작은2023년 개봉한 러시아 영화""더 챌린지(Вызов)""로,인류 역사 최초로 우주에서 촬영 되었습니다.러시아 영화 및 문화에 관심 있는 여러분의 많은 참여 바랍니다.(선착순으로 좌석이 배정되며, 신청자가 많을 경우, 마감일 이전에 신청이 조기 종료 될 수 있습니다.)상영 영화: Вызов (더 챌린지, 2023)일시: 10월 17일 (목), 16:30 - 20:00장소: 주한 러시아 대사관 (서울특별시 중구 서소문로11길 43)영화 언어: 러시아어 + 한국어 자막신청 마감일: 10월 9일(수)신청 방법: 아래의 구글 폼을 통해 신청서 작성 후 제출https://forms.gle/kd8hW5YNSkni4b7LA"
노어노문학과,진로계획세미나 동문초청특강 <변호사가 아닌 인플루언서로>,2024.09.30,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212452&article.offset=20&articleLimit=10,"2024년 10월 7일 월요일 오후 6시 <진로계획세미나>에서김보현(노문 09, 러시아 뷰티&라이프스타일 인플루언서) 동문의 특강이 진행됩니다.진로계획세미나 과목의 수강생이 아니더라도, 관심 있는 학우라면 누구든지 참석 가능합니다."
노어노문학과,[한러교협] 제2회 교수법 멘토링 프로그램 참가자 모집 (9/30~10/7),2024.09.26,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212162&article.offset=20&articleLimit=10,11월 16일 토요일에 경기도 화성시 서연고등학교에서 제2회 교수법 멘토링 프로그램이 진행될 예정입니다.신청기간은 9월 30일부터 10월 7일까지입니다.교직을 이수했거나 교직 이수에 관심이 있는 학생들이 참가해주셨으면 합니다.포스터의 QR코드나 다음 링크를 통해 신청할 수 있습니다.https://naver.me/xcnFwMjT
노어노문학과,진로계획세미나 동문초청특강 <노문과 졸업생의 공공기관 취업 진로개발>,2024.09.25,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212058&article.offset=20&articleLimit=10,"2024년 9월 30일 월요일 오후 6시 <진로계획세미나>에서안승훈(노문 10, KOTRA 지방협력팀 과장) 동문의 특강이 진행됩니다.진로계획세미나 과목의 수강생이 아니더라도, 관심 있는 학우라면 누구든지 참석 가능합니다."
노어노문학과,'제4회 소논문 공모전' 심사 발표,2024.09.25,https://rus.yonsei.ac.kr/russia/borad_main.do?mode=view&articleNo=212014&article.offset=20&articleLimit=10,"제4회 소논문 공모전 수상작을 발표합니다.*최우수상:이유민(22), 「블로크와 파스테르나크의 작품에 나타난 실존을 향한 욕망의 계보」*우수상: 김세빈(21), 「사할린 지역의 민족사와 근대 국민 국가의 선주민 박해 문제」*장려상:신희재(19), 조은빈(21), 「러시아 및 CIS 국가 출신 이주배경청소년에 관한 연구」*장려상:오예림(23), 「‘거울’로서의 러시아문학」심사 경과 보고노어노문학과 제4회 소논문 공모전에는 문학 3편, 언어 교육 2편, 사회·문화 분야 5편 등 총 10편의 성과물이 제출되었습니다. 모든 글에는 러시아학 전공자로서 진지한 사유와 창의적 방법론이 잘 드러났습니다. 이에 선정 여부와 관계없이 모든 참여자의 노력을 격려하며 진심 어린 박수를 보냅니다.LT강사 3인과 전임교원 2인 그리고 객원교수 1인이 참여한 1, 2차 평가 과정을 거쳐, 최우수상 1편, 우수상 1편, 장려상 2편이 정해졌습니다. 소정의 상금과 상장이 수여될 예정이고, 참가자 전원에게 학과 기념품을 마련했으니 학과 사무실에서 찾아가기 바랍니다. 수상작 4편은 학과 홈페이지의 <연구활동 - 소논문공모전> 섹션에 게시할 것입니다.노어노문학과 소논문 공모전은 전공에 대한 학부생들의 학문적 관심을 높이고, 논리적이고 창의적인 글쓰기 실력을 제고한다는 목적으로 기획되었습니다. 그간 시행했던 공모전의 성과를 이어받아 앞으로도 학과의 좋은 전통으로 남기를 바랍니다.심사평1. 최우수상: 이유민(22), 「블로크와 파스테르나크의 작품에 나타난 실존을 향한 욕망의 계보」* 학부생으로서 라캉의 심리학과 기호학의 체계를 빌어 20세기 러시아 시 세 편을 해석해낸 것부터가 대단한 시도라고 생각된다. 어려운 개념과 언어를 사용하면서도 논문의 중심 주제에서 흔들림 없이 세 편 시를 설득력 있게 엮어 해석했다. 좀 더 다듬어 차후 정식 발표할 기회를 가져도 좋을 수준이다. 존재의 ‘욕망’을 논한 것은 맞지만, 이 논문 제목을 “실존을 향한 욕망의 계보”라고까지 제목 붙인 것은 좀 거창해 보인다. 부제를 이용해서라도 논문 내용에 부합하는 구체성이 나타나면 더 좋겠다.* 이 글은 블로크와 파스테르나크의 작품을 라캉의 정신분석 이론을 통해 독창적으로 해석하고 있다. 문체가 다소 복잡하고 추상적이어서 가독성이 떨어지고, 일부 문장은 지나치게 길고 복잡한 점이 아쉽다. 문장을 간결하게 다듬어 논문의 가독성을 높이는 것이 필요하다.* 논지와 기술이 명확하다. 시의 분석을 통해 인간의 실존, 욕망의 계보를 추적해가는 과정이 세밀하고 논리적이다. 'сияющая пустота' 등 몇몇 구체적인 시구의 분석에서 다소 논리를 위해 해석이 제한된 점은 아쉽다.2. 우수상: 김세빈(21), 「사할린 지역의 민족사와 근대 국민 국가의 선주민 박해 문제」* 사할린의 다민족 현황 역사를 상세히 서술했다는 점에서 의미 있는 논문이다. 18-19세기 근대 국민국가 형성사에서 사할린의 선주민이 어떤 집단적 박해를 받았는가에 치중하고자 한다면, 일본 제국 이전의 러시아 제국 문제를 균형 있게 다룰 필요가 있을 것이다. 그 면에서는 체홉의 <사할린 여행기>도 중요한 근거 자료가 된다. 사할린의 선주민과 시베리아 다른 지역의 선주민(아이누 등)에 대한 비교도 병행된다면 좋겠다. 근래에 일본을 통해 정착된 ‘선주민’이란 용어에 대해서는 간략하게라도 설명이 요구된다. ‘원주민’ 대신 ‘선주민’이라는 단어를 사용하기로 한 것 자체가 메시지를 지니기 때문이다.* 이 글은 사할린 지역의 복잡한 민족사와 근대 국민 국가 형성 과정에서 소수 민족들이 겪은 박해와 동화의 문제를 깊이 있게 탐구한다. 특히 아이누와 한인뿐 아니라, 상대적으로 덜 알려진 소수 민족의 이야기를 조명하며 자료를 잘 정리한 점이 돋보인다. 다만, 논의가 방대하므로 중요한 포인트를 좀 더 명확히 강조하는 것이 필요하다.* 메인스트림에서 벗어나 기록, 기억되지 않는 소수 민족, 사할린 선주민 민족사가 선주민족과 제국으로서 러시아, 일본의 관계에 대한 필자의 날카로운 시각 아래 잘 정리되었다.3. 장려상: 신희재(19), 조은빈(21), 「러시아 및 CIS 국가 출신 이주배경청소년에 관한 연구」* 다문화권 청소년 대상 교육 정책 중 러시아/CIS 국가권에 집중하여 제안서를 작성해주었다. 연구의 문제 제기와 접근 방법은 타당해 보이며, 자료의 근거 제시도 기본을 갖추었다고 생각된다. 그러나 현장 실사 연구를 1인 면접으로 대신하는 것의 대표성에 대해서는 의문을 갖게 된다. 면접 내용은 별첨으로 논문 뒤에 위치시키고, 논문 안에서는 요점을 정리하는 방식이 더 적절하다. 정책 제안을 결론으로 삼으려면 좀 더 신뢰성 있고 객관적인 지표가 필요할 것이다.* 이 글은 러시아 및 CIS 국가 출신 이주배경청소년의 문제를 다루며, 실태 조사와 정책 제안까지 포괄적으로 접근한 점에서 체계적이다. 오늘날 한국 사회가 직면한 문제를 전공과 관련하여 잘 설정했다. 또한 저자가 제시한 개선방안도 고개가 끄덕여지는 부분이 있다. 그러나 논문 내용의 대부분이 1인의 인터뷰 대상자의 의견을 그대로 싣고, 여기에 의존한다는 점, 그리고 참고문헌의 직접적인 인용이 없다는 점은 아쉽다.* 현재 한국사회 안으로 들어와 있는 러시아, 러시아어권 주민과 관련되어 있는 문제를 다루어 시의성이 돋보이는 논문이다. 논문의 주요 논거가 되는 인터뷰가 다소 피상적인 차원의 질문과 답으로 이루어진 것이 아쉽다.4. 장려상: 오예림(23), 「‘거울’로서의 러시아문학」* 레르몬토프의 <가면무도회> 분석 에세이인 이 글의 장점은 문학에 대한 진지한 애정이다. 작품의 내용과 인물들의 행동 동기를 비교적 상세히 기술해주었다. 학부 2년생의 에세이이긴 하지만, 전공생의 글로서는 아쉬운 점도 있다. 우선 작품의 문학적 가치와 도덕적 가치를 구분해서 생각해줄 필요가 있고, 작품 내용(플롯)의 서술보다는 어떤 한 주제(화두, 쟁점)에 대한 자신의 생각을 쌓아올릴 필요가 있다. <가면무도회> 중에서도 어떤 한 인물이나 사건, 아이디어 등을 택해 그 문제를 깊이 파고들고, 그 과정을 통해 작품 전체에 대한 해석을 곁들이는 식으로 구성해보기 바란다.* 레르몬토프의 <가면무도회>를 중심으로 작품 속 인물들의 감정과 행동을 심리적인 관점에서 분석한 시도가 돋보인다. 그러나 '나의 감상 및 경험'에 초점이 맞춰진 서술이 많아 논문보다는 감상문의 느낌이 강하다.* 문학작품을 자신과 현실에 밀착시켜 해석한 것은 의미 있으나, 작품의 의미를 단순화한 면이 아쉽다. 주요 논지 전개에서 기존 연구 논문에 대한 의존이 커보인다.2024. 09. 20.노어노문학과 제4차 소논문공모전 심사위원회상금 및 참가상 배부 안내최우수상은 20만원, 우수상은 15만원, 장려상은 10만원의 상금이 지급되며(세금 공제 후 지급), 참가자 전원에게는 학과 기념품(우산)이 제공됩니다. 학과 사무실에 방문하여 수령하시기 바랍니다. 공모전 수상자에게는 학과 사무실에서 상금 지급에 대한 절차를 밟기 위해 별도의 연락을 드릴 예정입니다."
